Position	Name + ID	Name	ID	Roster Position	Salary	Game Info	TeamAbbrev	AvgPointsPerGame
2B/SS	Andruw Monasterio (43505016)	Andruw Monasterio	43505016	2B/SS	2300	BOS@CWS 07/08/2026 07:40PM ET	BOS	4.39
2B/3B	Nick Sogard (43505093)	Nick Sogard	43505093	2B/3B	2300	BOS@CWS 07/08/2026 07:40PM ET	BOS	4.67
C	Patrick Bailey (43505013)	Patrick Bailey	43505013	C	2300	CLE@MIN 07/08/2026 07:40PM ET	CLE	3.33
OF	Stuart Fairchild (43505095)	Stuart Fairchild	43505095	OF	2300	CLE@MIN 07/08/2026 07:40PM ET	CLE	3.07
2B/3B	Jose Fermin (43505009)	Jose Fermin	43505009	2B/3B	2300	MIL@STL 07/08/2026 07:45PM ET	STL	4.59
OF	Victor Scott II (43505096)	Victor Scott II	43505096	OF	2300	MIL@STL 07/08/2026 07:45PM ET	STL	4.08
2B	Jake Cronenworth (43505011)	Jake Cronenworth	43505011	2B	2300	ARI@SD 07/08/2026 10:10PM ET	SD	4.51
OF	Max Kepler (43505014)	Max Kepler	43505014	OF	2300	ARI@SD 07/08/2026 10:10PM ET	ARI	4.11
C	Rodolfo Duran (43505015)	Rodolfo Duran	43505015	C	2300	ARI@SD 07/08/2026 10:10PM ET	SD	3.15
1B	Eric Wagaman (43505012)	Eric Wagaman	43505012	1B	2300	KC@NYM 07/08/2026 07:10PM ET	NYM	3
2B	Josh Smith (43505019)	Josh Smith	43505019	2B	2200	LAA@TEX 07/08/2026 08:05PM ET	TEX	4.38
OF	Derek Hill (43505026)	Derek Hill	43505026	OF	2200	PHI@CIN 07/08/2026 07:10PM ET	PHI	3.70
3B	Gabriel Arias (43505018)	Gabriel Arias	43505018	3B	2200	CLE@MIN 07/08/2026 07:40PM ET	CLE	4.89
OF	Kyler Fedko (43505020)	Kyler Fedko	43505020	OF	2200	CLE@MIN 07/08/2026 07:40PM ET	MIN	0.62
OF	Cooper Ingle (43505022)	Cooper Ingle	43505022	OF	2200	CLE@MIN 07/08/2026 07:40PM ET	CLE	2.57
C	Jimmy Crooks (43505023)	Jimmy Crooks	43505023	C	2200	MIL@STL 07/08/2026 07:45PM ET	STL	3.13
3B/SS	Joey Ortiz (43505027)	Joey Ortiz	43505027	3B/SS	2200	MIL@STL 07/08/2026 07:45PM ET	MIL	4.10
C	James McCann (43505024)	James McCann	43505024	C	2200	ARI@SD 07/08/2026 10:10PM ET	ARI	2.83
1B	Pavin Smith (43505025)	Pavin Smith	43505025	1B	2200	ARI@SD 07/08/2026 10:10PM ET	ARI	3.30
C	Luis Torrens (43505021)	Luis Torrens	43505021	C	2200	KC@NYM 07/08/2026 07:10PM ET	NYM	4.05
OF	MJ Melendez (43505097)	MJ Melendez	43505097	OF	2200	KC@NYM 07/08/2026 07:10PM ET	NYM	3.68
2B/OF	Cam Cauley (43505030)	Cam Cauley	43505030	2B/OF	2100	LAA@TEX 07/08/2026 08:05PM ET	TEX	3.67
C	Garrett Stubbs (43505033)	Garrett Stubbs	43505033	C	2100	PHI@CIN 07/08/2026 07:10PM ET	PHI	2.05
SS	Tsung-Che Cheng (43505032)	Tsung-Che Cheng	43505032	SS	2100	BOS@CWS 07/08/2026 07:40PM ET	BOS	4
C	Yohel Pozo (43505098)	Yohel Pozo	43505098	C	2100	MIL@STL 07/08/2026 07:45PM ET	STL	2
C	Luke Maile (43505029)	Luke Maile	43505029	C	2100	KC@NYM 07/08/2026 07:10PM ET	KC	22
C	Tyler Heineman (43505039)	Tyler Heineman	43505039	C	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	2.41
OF	Michael Helman (43505100)	Michael Helman	43505100	OF	2000	LAA@TEX 07/08/2026 08:05PM ET	TEX	2.53
C	Logan Porter (43505106)	Logan Porter	43505106	C	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	4.33
2B	Adam Frazier (43505107)	Adam Frazier	43505107	2B	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	3.22
C	Sebastian Rivero (43505108)	Sebastian Rivero	43505108	C	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	3.12
OF	Gustavo Campero (43505109)	Gustavo Campero	43505109	OF	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	0
C	Travis d'Arnaud (43505110)	Travis d'Arnaud	43505110	C	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	4
2B/3B	Anthony Rendon (43505116)	Anthony Rendon	43505116	2B/3B	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	0
OF	Dairon Blanco (43505140)	Dairon Blanco	43505140	OF	2000	LAA@TEX 07/08/2026 08:05PM ET	TEX	0
C	Danny Jansen (43505141)	Danny Jansen	43505141	C	2000	LAA@TEX 07/08/2026 08:05PM ET	TEX	4.58
OF	Kyren Paris (43505142)	Kyren Paris	43505142	OF	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	0
3B	Yoan Moncada (43505143)	Yoan Moncada	43505143	3B	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	4.20
2B/OF	Christian Moore (43505146)	Christian Moore	43505146	2B/OF	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	2.67
OF	Bryce Teodosio (43505158)	Bryce Teodosio	43505158	OF	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	2.18
1B	Trey Mancini (43505163)	Trey Mancini	43505163	1B	2000	LAA@TEX 07/08/2026 08:05PM ET	LAA	5.4
2B	Cody Freeman (43505169)	Cody Freeman	43505169	2B	2000	LAA@TEX 07/08/2026 08:05PM ET	TEX	2.29
OF	Ivan Johnson (43505037)	Ivan Johnson	43505037	OF	2000	PHI@CIN 07/08/2026 07:10PM ET	CIN	0.67
OF	Hector Rodriguez (43505119)	Hector Rodriguez	43505119	OF	2000	PHI@CIN 07/08/2026 07:10PM ET	CIN	0
SS	Leo Balcazar (43505121)	Leo Balcazar	43505121	SS	2000	PHI@CIN 07/08/2026 07:10PM ET	CIN	0
SS	Christian Cairo (43505123)	Christian Cairo	43505123	SS	2000	PHI@CIN 07/08/2026 07:10PM ET	PHI	0
3B/SS	Sergio Alcantara (43505129)	Sergio Alcantara	43505129	3B/SS	2000	PHI@CIN 07/08/2026 07:10PM ET	PHI	0
OF	Adolis Garcia (43505132)	Adolis Garcia	43505132	OF	2000	PHI@CIN 07/08/2026 07:10PM ET	PHI	5.24
OF	Johan Rojas (43505136)	Johan Rojas	43505136	OF	2000	PHI@CIN 07/08/2026 07:10PM ET	PHI	0
3B	Ke'Bryan Hayes (43505155)	Ke'Bryan Hayes	43505155	3B	2000	PHI@CIN 07/08/2026 07:10PM ET	CIN	2.84
OF	Steward Berroa (43505166)	Steward Berroa	43505166	OF	2000	PHI@CIN 07/08/2026 07:10PM ET	PHI	0.83
1B/OF	Felix Reyes (43505174)	Felix Reyes	43505174	1B/OF	2000	PHI@CIN 07/08/2026 07:10PM ET	PHI	2.92
1B/OF	Otto Kemp (43505176)	Otto Kemp	43505176	1B/OF	2000	PHI@CIN 07/08/2026 07:10PM ET	PHI	0.77
C	Will Banfield (43505178)	Will Banfield	43505178	C	2000	PHI@CIN 07/08/2026 07:10PM ET	CIN	0
C	Carlos Narvaez (43505040)	Carlos Narvaez	43505040	C	2000	BOS@CWS 07/08/2026 07:40PM ET	BOS	3.59
OF	Brooks Baldwin (43505101)	Brooks Baldwin	43505101	OF	2000	BOS@CWS 07/08/2026 07:40PM ET	CWS	0
3B/OF	Tanner Murray (43505102)	Tanner Murray	43505102	3B/OF	2000	BOS@CWS 07/08/2026 07:40PM ET	CWS	3.15
OF	Rikuu Nishida (43505104)	Rikuu Nishida	43505104	OF	2000	BOS@CWS 07/08/2026 07:40PM ET	CWS	2.58
1B	Triston Casas (43505131)	Triston Casas	43505131	1B	2000	BOS@CWS 07/08/2026 07:40PM ET	BOS	0
2B	Kristian Campbell (43505135)	Kristian Campbell	43505135	2B	2000	BOS@CWS 07/08/2026 07:40PM ET	BOS	0
3B	Brett Harris (43505157)	Brett Harris	43505157	3B	2000	BOS@CWS 07/08/2026 07:40PM ET	BOS	0.8
OF	Gabriel Gonzalez (43505099)	Gabriel Gonzalez	43505099	OF	2000	CLE@MIN 07/08/2026 07:40PM ET	MIN	9
OF	Emmanuel Rodriguez (43505118)	Emmanuel Rodriguez	43505118	OF	2000	CLE@MIN 07/08/2026 07:40PM ET	MIN	0
OF	Hendry Mendez (43505124)	Hendry Mendez	43505124	OF	2000	CLE@MIN 07/08/2026 07:40PM ET	MIN	0
SS	Angel Genao (43505125)	Angel Genao	43505125	SS	2000	CLE@MIN 07/08/2026 07:40PM ET	CLE	0
OF	Alan Roden (43505144)	Alan Roden	43505144	OF	2000	CLE@MIN 07/08/2026 07:40PM ET	MIN	0
OF	Petey Halpin (43505145)	Petey Halpin	43505145	OF	2000	CLE@MIN 07/08/2026 07:40PM ET	CLE	2.29
1B/OF	CJ Kayfus (43505148)	CJ Kayfus	43505148	1B/OF	2000	CLE@MIN 07/08/2026 07:40PM ET	CLE	4.33
2B	Juan Brito (43505152)	Juan Brito	43505152	2B	2000	CLE@MIN 07/08/2026 07:40PM ET	CLE	4.33
C	Bo Naylor (43505154)	Bo Naylor	43505154	C	2000	CLE@MIN 07/08/2026 07:40PM ET	CLE	3.14
C	Eliezer Alfonzo (43505038)	Eliezer Alfonzo	43505038	C	2000	COL@LAD 07/08/2026 10:10PM ET	LAD	0
3B/OF	Nick Senzel (43505126)	Nick Senzel	43505126	3B/OF	2000	COL@LAD 07/08/2026 10:10PM ET	LAD	0
3B/OF	Kris Bryant (43505133)	Kris Bryant	43505133	3B/OF	2000	COL@LAD 07/08/2026 10:10PM ET	COL	0
2B/OF	Tyler Fitzgerald (43505137)	Tyler Fitzgerald	43505137	2B/OF	2000	COL@LAD 07/08/2026 10:10PM ET	LAD	0
OF	Zac Veen (43505150)	Zac Veen	43505150	OF	2000	COL@LAD 07/08/2026 10:10PM ET	COL	0
2B	Adael Amador (43505153)	Adael Amador	43505153	2B	2000	COL@LAD 07/08/2026 10:10PM ET	COL	0
2B	Ryan Ritter (43505173)	Ryan Ritter	43505173	2B	2000	COL@LAD 07/08/2026 10:10PM ET	COL	0.83
C	Leo Bernal (43505120)	Leo Bernal	43505120	C	2000	MIL@STL 07/08/2026 07:45PM ET	STL	0
OF	Joshua Baez (43505122)	Joshua Baez	43505122	OF	2000	MIL@STL 07/08/2026 07:45PM ET	STL	0
OF	Luis Lara (43505128)	Luis Lara	43505128	OF	2000	MIL@STL 07/08/2026 07:45PM ET	MIL	11
OF	Tyler Black (43505139)	Tyler Black	43505139	OF	2000	MIL@STL 07/08/2026 07:45PM ET	MIL	6.11
3B	Cesar Prieto (43505161)	Cesar Prieto	43505161	3B	2000	MIL@STL 07/08/2026 07:45PM ET	STL	0
2B/OF	Thomas Saggese (43505164)	Thomas Saggese	43505164	2B/OF	2000	MIL@STL 07/08/2026 07:45PM ET	STL	3.16
C	Jeferson Quero (43505171)	Jeferson Quero	43505171	C	2000	MIL@STL 07/08/2026 07:45PM ET	MIL	2
OF	Nick Castellanos (43505105)	Nick Castellanos	43505105	OF	2000	ARI@SD 07/08/2026 10:10PM ET	SD	4.67
1B	LuJames Groover (43505111)	LuJames Groover	43505111	1B	2000	ARI@SD 07/08/2026 10:10PM ET	ARI	4.2
OF	Ramon Laureano (43505112)	Ramon Laureano	43505112	OF	2000	ARI@SD 07/08/2026 10:10PM ET	SD	6.58
C	Freddy Fermin (43505113)	Freddy Fermin	43505113	C	2000	ARI@SD 07/08/2026 10:10PM ET	SD	3.24
2B/SS	Mason McCoy (43505114)	Mason McCoy	43505114	2B/SS	2000	ARI@SD 07/08/2026 10:10PM ET	SD	0
1B	Tyler Locklear (43505151)	Tyler Locklear	43505151	1B	2000	ARI@SD 07/08/2026 10:10PM ET	ARI	0
2B	Will Wagner (43505159)	Will Wagner	43505159	2B	2000	ARI@SD 07/08/2026 10:10PM ET	SD	3.69
2B/3B	Pablo Reyes (43505167)	Pablo Reyes	43505167	2B/3B	2000	ARI@SD 07/08/2026 10:10PM ET	SD	0
C	Blake Hunt (43505170)	Blake Hunt	43505170	C	2000	ARI@SD 07/08/2026 10:10PM ET	SD	0
SS	Ronny Mauricio (43505034)	Ronny Mauricio	43505034	SS	2000	KC@NYM 07/08/2026 07:10PM ET	NYM	2.82
2B/3B	Josh Rojas (43505035)	Josh Rojas	43505035	2B/3B	2000	KC@NYM 07/08/2026 07:10PM ET	KC	3
OF	Nick Morabito (43505156)	Nick Morabito	43505156	OF	2000	KC@NYM 07/08/2026 07:10PM ET	NYM	0.4
C	Hayden Senger (43505160)	Hayden Senger	43505160	C	2000	KC@NYM 07/08/2026 07:10PM ET	NYM	3
OF	Matthew Lugo (43505162)	Matthew Lugo	43505162	OF	2000	KC@NYM 07/08/2026 07:10PM ET	KC	0
OF	Jared Oliva (43505172)	Jared Oliva	43505172	OF	2000	KC@NYM 07/08/2026 07:10PM ET	NYM	1.43
